review,sentiment
firmly believe best oscar ceremony recent years 2003 reasons 1 host steve martin wittiest saw teamsters help michael moore trunk limo ill better mention gay mafia case wake poodles head bed 2 surprise winners adrien brody best actor genuine applause roman polanski best director genuine jeers boos years award ceremony wasnt bad little way surprises happy return king sweep awards wasnt best trilogy fellowship better let bbc coverage jonathan ross getting sycophantic mates round pretending hilarious heard sky coverage british tv expecting barry norman mark kermode links instead ended jamie theakston sharon osbourne oh gawd british tv desperate film critics obviously im sure bob moo theo robertson happily fly la honest opinions winners losers chris rock wasnt bad hes steve martin location resemble sports hall seats glitzy arena opinion main problem ceremony format minor oscars handed winners sitting seats theres thing minor oscar award best animated short best costume design theyre deserved best picture best director winners allowed march podium bunch arrogant snobs academy agree comments format disgraceful wasnt surprises possibly worst ceremony history awards best supporting actress cate blanchett great surprise competitive category best supporting actor morgan freeman real complaints freeman americas greatest living character actors best actor jamie foxx predictable award night yawn best actress hilary swank major surprise thought annette benning going win simply academy politics swank deserve gave best speech night best director clint eastwood major surprise thought scorsese going award simply hed actually im glad didnt deserve taxi driver raging bull goodfellas didnt deserve aviator best film million dollar baby major surprise thought academy split awards best director best picture thought hollywood friendly plot aviator dead cert best picture mdbs controversial subject matter turned lot voters awards illustrate year voters decided ignore oscar politics genuinely awards people deserve havent past mean beautiful mind beating fellowship ring gawds sake long academy vote heads instead hearts,negative
plane flicking large choice movies came live accidentally oh boy choicei remembered vaguely seeing trailer year ago completely forgot expecting cheesy nonsense movie stupid reality easily hell ride dont remember time excited terrified sure high altitude playing senses suspense grow gradually movie reaching climax cant turn away screen literally sitting edge seat biting remaining nails youve gotyou personal moral assessment stand righteousness drift thinking come human vicious allask learn contestants motives start guessing watch contestant pulling trigger excited know candidate safegood acting good directing movie experience reminds old movies knew happen scene craving morespoilers couple things changed casting contestants moved farmer bit like idea rich writer wants famous bit stupid felt like didnt care contestants purpose think audience able associate majority contestants game rules big glitch happens 5th contestants doesnt die pulls trigger seriously think standing guy pull trigger execute given chance contestants live ie 5th blank diesinterestingly havent bothered bad points cause good time wish popcorn,positive
ah movie motorcycles hells angels posse steve alameo notsocool car driver movie rely story lots drinking pot smoking lots moronic acts steves rendition dying cat love know serenade vomiting hours bike chick linda rrrr makes fats best acting grunts makes sounds dare try banjo saying messin wit private stock scriptwriting folksi liked ending better place climax lighthouse detest itdie jeter die,negative
rating 1 begin express dull depressing relentlessly bad movie,negative
feel dumber watching 20 minluckily walked saved rest brain people watch better films notes rated highlynot budget film special effects simply good acting getting simple things rightand importantlynot lame guess produced sheeple taste clue good moviedont scared rating films lowsave underappreciated high scores life time movies mind use imdb trusted reviews opinionsdont spoil broth sugarcoating turds peace love,negative
selfindulgent movie misfortune torent unwatchable movie obviously improvisedand looks like toback took ofeverything movie gets good couple minutes whenrobert downey jr shows goes hell realquickly,negative
got worst movie haver seen nielson movie needs funny think reasons naked gun like movies require nielson funny played roles straight comedy went visual movie funny isnt movie good considered spoiler beginning credits animated movie animated good intention seeing movie saw ads reason tickets given radio contest probably movie walked scale 110 movie score 100,negative
like ghost stories good ghost stories bumps night voices explained ive special efx grip todays films times find real gem gotta turn clock time writers directors use heads create good ghost stories rare pilot episode tv series ghost story called new house scariest films saw 1972i 9but compared remake going hollywood special efx original episode right creepy hell im lucky find finally dvd today rare hard find 2 ghost stories come close original haunting george c scott changling wish ghost stories like,positive
okay ive watched movie twice researched heavily net asked people opinions gone length reading original sheridan lafanu classic carmilla book movie supposed based feel best way review movie describe game play whilst watching plot movie doesnt sense plot booklaura lives castle syberia father mr de lafontaine carry lives blissfully peacefully day letter general man mission life avenge daughters death makes claims supernatural powers work explains visit soon chance encounter strange woman results lafontaines looking daughter carmilla months soon laura starts overwhelmed strange dreams begins come strange illness mysterious carmilla lauras condition generali invented game like people possible play let know results catchy jingle cant bothered called movie doesnt sense gameall whilst watching movie try come complete plot explains happening mean complete questions answered makes sense absolutely completeit answer questions vampires walk day light lesbians girl called bob shoot movie dream real killing zombies appear accepted life doesnt bat eyelid travis fontaine spot run zombie slowing whilst driving car faced woman obvious hostage car accept excuse zombie let girl later openly reveals knows head vampire drive car let drive daughter stolen carwhat hell asylum scene hell green goo head vampire suddenly start dressing like nurse vampires fighting zombies significance necklace kill vampires jenna know thatin fact sod fun trying come questions movie tooi plot admit pretty good effortin conclusionvampires vs zombies moment actually vampires fighting zombies movie know exactly going reluctant let audience based classic 19th century horror novel hell going,negative
wouldve great silent film acting good look im big acting sort wayeverything huge line profound scene shattered human tragedymostly felt like gagging like train wreck couldnt tear eyes away dialogue mightve worked stage doubt screen cluttered haphazard hackneyed pretty stereotypical negative adjective come describe bad dramatic workif enjoy melodrama huge heaping doses enjoy movie prepared wait melodrama thing sure plods pacethis script mustve sounded lot different actors involved reading simply doesnt work delivering cameraimdb great disservice times uses goofy computercontrolled weighted score curse starving class deserves 1characterdriven fiction great develop characters simply pushing hoops plausible explanation maturation evolution isnt character development characters motivation drunk waking field character development thats plot contrivancestay away movie watch muted youll amusement armwaving characters dooh word wise prove truly artsy film james woods dangly male lookatme imthefigurativeandliteralrepresentationofthenakedvulnerabilityof man glorydont werent warned,negative
movie starts main character lying coma hospital ward attended orderlies unconscious main character heard voice saying orderlies gay orderlies kiss watched dvd version suspicion supposed funny said comedy dvd case goes like seen movie theater probably heard audience roar laughter funny supposed sit comedy fascinating think funny isnt movie unfortunately delivers arguments isntbrilliant brains funny people like ernst lubitsch billy wilder mel brooks proved fact know mechanics suppose director coscriptwriter dani levy bother mechanics thinks certain things simply funny fact orderlies gay kiss man coma example wrong people funny dani levy cant anywaythe main problem movie cant reason way main characters behave understand brothers orthodox jew west germany class carbon copy fast eddie felson east germany strongly disliked bland characters children boring apart fact sexually attracted lesbian raises daughter cousin incestuous relationships embarrassing come excuse scriptwriters come betterthe acting bad udo semel actually came like lot reminded ex chancellor helmut kohl lighter version venerable orthodox jew direction bad maybe levy stick directing movies leaving scriptwriting heard comedy hitler oi vai,negative
story women sensitive study muril charlotte van den eynde youngest laura els dottermans 37 martha frieda pittors oldest mother muril live building different expectations life vital laura wants child muril comes village wants change life brussels martha dreams youth young girl fact happens movie wait instances accident dramatize story times goes discover director dorothe van den berghe wants develop psychological portrait women movie disappointing expect women learn experiences case left feeling emptiness,negative
foremost loved novel ray bradbury kind horror gets skin sticks later best books know fahrenheit 451 dandelion wine hoping movie right lots chances great cast like jason robards jonathn pryce bradbury wrote script pam grierhow failthere spoilers withinfirst dumbed horror book lost bradbury forced violence minimum visuals bookgone squirmgoneand theres acting like lot movies disney threw 80s kids movie act bugged lot looked 13 9 10 strong friendship wasnt addressed like acquaintaces youd think jason robards jonathan pryce pull roles mr halloway mr dark like dont care want pay mortgage far best performances pam grier fine witch charecter dust witch wasnt pulled shes lot evil doesnt presence book left book ballon night chase marking jims house real death mr dark happened mr coogan merrygoround fate lightening rod salesman real death witch oh special effects bad 80s merrygoround doom thing superimposed horses going wasnt creepy weird green mist going movie ripped apart original novel makes blood boil dont movie read book classic bradbury,negative
film old realized young looking ray milland looked 1936 remember playing great film lost weekend ray plays role michael stuart rich banker girls picture happy father mother separating find father going married young blonde gold digger looking rich sugar daddy hire man pose rich count count ariszted misha auer drunk time penniless gives plenty comic laughs picture deanna durbin penny craig surprised booked police station told chief police opera star penny starts singing fantastic soprano voice heard entire police department convicts started applauding entertaining enjoyable scene film deanna durbins film debut instant success night went great movie star universal studios leaving mgm,positive
eagerly awaited screening film given dvd christmas reserved special slot night sat watch daughter aged 17 film studies student chocolates course eager anticipation love jane austinafter minutes knew sunk shaky camera shots angles general poor cinematography direction wooden performances left feeling flat dissatisfied despondent viewed onanne played sally hawkins looked oddly particular purpose directly camera occasions breaking hardwon fantasy moment engaging directly ill find stalking fashionpoor rupert penryjones played captain wentworth best script direction bless hope paid practically drowned occasion huge wave predictably breached seawall drenching coactor nearly swept sea health safety field day poor rupert left spitting sea water order deliver line presumably money left kitty reshoot scene sense attempted day placeother mr penryjones alice krige gave convincing performance lady russell efforts soon counterbalanced anthony heads unconvincing portrayal annoying sir walter elliotttowards longawaited end film captain wentworth appeared oddly grace anne visit seconds taken great pains avoid majority movie developed memory impediment caused forget reason contrast anne ran hyperventilating pillar post search good captain meantime managed entirety bath told course minutes worked sweatwe experienced annes charms crossing screen left wondering charismatic captain wentworth seen plain spineless opinionless anne tell mean winging sir walter shut heck upthe crucial kiss normally favourite girlie moment painfully drawn moved closer anne kept opening closing mouth effect screen making look chewing gum lips finally met eww enjoyable thing night chocolates half hour exchange views mother daughter bad film beenwhat pity ruin enchanting engaging story filmed englands finest scenerysorry jane,negative
like scifi monsters ancient legends love movie special effects far best seen juarassic park hit big screen years ago acting little desirable story line effects adequately compensated iti wish seen movies theater screen instead 42 inch big screen tvif like nonstop action awesome visuals taste myth loreyou movie,positive
silly little film lovealthough corny clich times nonetheless works makes good clean fun teams engaged scavenger hunt battle wits win night contest sheer joy knowing best teamnotable screen debuts including david naughtons film role dr pepper pepper commercials major 1981 hit american werewolf london features paul ruebens believe pee wee hermanesquire roll year known mr spin city alex keaton michael j fox gets film role fans remember stephen furst flounder animal house outside names funny charactersdoubt dvd probably vhs copies floating catch late late worth watch hate quirky little movie come love,positive
ok adaptation breath taking book dan brown cant novel good movie enjoy given excellent story result better movie pretty long end feeling like things missing sound effects sound tracks good acting character development phase weak people didnt read book things look happening quickly point view instead trying stuff book tried important scenes proper makes book good puzzle like story combined excellent portrait vatican movie rush time good way main problems movie worth watching better,positive
fell asleep movie movie impossiblewhile people claim superiority japanese horror films american counterparts movie lesson abundance movie 30 minutes long helped movie little movement plot camera work instead got awkward silences lot slow movement acting absolutely terrible bordering bad student film levels struggled adlib called script people direction coaxed boring dull therory wouldnt surprise mewhat worse unscary makeup involved creatures way stunk dont watch film thats youre insomniac,negative
bad reason watched film previously heard strictly ian mcshanei disappointed ian mcshane absolutely brilliant brings amazing subtlety role hes great watch money extremely underused actoras rest film actor movie delivered strong solid performances people certainly werent paid huge amounts cash participation fairly low budget film mean mailed appearances convincing compelling parts given themi pleasantly surprised adrian pauls performance admit seen highlander television series moviethe plot paced storyline intriguing like real life ends tied nice neat little package end film anybody expected clearcut bythenumbers connect dots conclusion answer end movie clearly wasnt watching film closely film going tell meaning life idea seeing film discuss unanswered questions friends coffee certainly didno car chases explosions bar room brawls sounds pretty dull huh reality completely absorbed film written little piece interesting hook solid character performances parties involved warning youre kind person dislikes movies dangle enormous question central engine story end movie answering particular question directlyyou enjoy film,positive
originally harped sequel slumber party massacre series film falls flat face new title going include word massacre films title better deliver certainly gore screen murders chainsaw box art lead believe instead paper thin overdone plot group cheerleaders stranded abandoned cabin way football game offed film ok gore quotient upped bit directors especially directtovideo flicks afraid gore huge fan excessive gore come onwhy rent movie called cheerleader massacre problem film suffers shotonahomevideocamera cheapness looks cheap sounds cheap actors arent good tries throw track killer fails ending ends ridiculous mess folks run film walk away find original slumber party massacre 2 10,negative
killer cannibal rapist killed crazed cop scene latest murder grave cult gathered plans resurrect peeing grave course works awakes ripping guys penis old killing ways new zombie look cops going little crazy scum city drug problem case original cult member tries stop killer resurrecting kind dead thing thinking filed leave grave comes plastic baby doll original resurrection sounds bit confusing rubbishthe acting terrible cops guy plays dr vincent van gore faces gore series terrible annoying cop film cop struggles terrible lines im low budget cinema film terrible wasnt easy eye ladies nakedness probably fallen asleep bit gore animal guts placed stomach victims zombie makeup hand looks great foot long penis uses rape victims kind funny times half decent scene killer falls love sex doll doll chipmunks voice stupidest thing seen film plastic toy fishing linethe ending extremely bad expect killer fight god knows money sequel 410,negative
days heaven painfully boring pointless films seen way shape form recommend anyoneunless youre trying kids sleep god forbid aneurysm time thing set fire reels sent theaters days heavens plot simple extremely vague long sequences devoid dialogue compose film characters shallow ridiculously stupid relate climax story touch time brain worked hard figure plot array hidden metaphors ability think gone things working eyes unfortunately ears listen sound linda little girl story talks like man dumber seeing movie dont let happen,negative
1929 director walt disney animator ub iwerks changed face animation release installment silly symphonies series skeleton dance iwerks disney collaborating early 20s disneys laughogram cartoon series friendship suffered tremendous blow iwerks accepted offer competitor leave disney start animation studio birth celebrity productions iwerks continued developing style technique created character flip frog work kept high quality wasnt popular 1936 studio closed later year iwerks hired columbia pictures iwerks decided return old skeletons dance time color1937s skeleton frolics essentially remake 1929 classic skeleton dance movie borough fame fortune like short film set abandoned graveyard midnight creatures night come alive begin play dead rise coffins ready thats begin group skeletons formed orchestra begin play happy tune easy musician bones orchestra members problems body parts band manages good group skeletons begin dance lovely couple faces problems troubled orchestra hard dance loose body parts ends dawn sun rise skeletons run gravesdirected animated ub iwerks skeleton frolics follows faithfully pattern set skeleton dance years crucial difference iwerks film technicolor bright tonalities allowed iwerks create visually appealing film use new techniques practicing leaving disney creating better effects depth dynamism conceived certainly experimental film skeleton dance sadly doesnt mean necessarily better film starters film practically identical disney differences music later color effects looks beautiful doubt definitely feels kind unoriginal allhowever unoriginality concept truly hurts film iwerks executes wonderful way fact musical melody created joe denat film pretty uninteresting lacks charming elegance whimsical fun carl w stalling skeleton dance words denats tune effective appropriate theme easy forget rapidly stallings song unique personality makes unforgettable musical film high importance mediocrity music brings iwerks flawless work animation personally think better musical accompaniment skeleton frolics remembered fondly skeleton dance despite groundbreaking fun film watchits kind sad work iwerks leaving disney forgotten poor success said iwerks lacked popularity disney fleischer disneys main rival lack quality companies films probably case bad luck man gave life disneys mouse time face failure disney despite shortcomings skeleton frolics funny visually breathtaking film exactly original fresh film cant help thinking skeleton dance watching definitely reminds iwerks skeletons haunt inspire us810,positive
yes good movie love biangle sorry poetical license triangle interesting story unfortunately badly told image weird ok picture looks crowded narrowsighted sound needs attention usually romanian movies light color filters badly chosen soundtrack short helping action acting sorry best actress landlady acting immaturely convince viewer acting poetical realistic realistic poetical picture adults told children bother extremely curious,negative
wear best italian suits armani hand stitched fitted exact measurements automobile finest german engineering offer equipped gadgets horses hood youre member finest polo clubs frequently dine restaurants spago accompanied beautiful women world pocket watch doubles nuclear explosive trusty pen semiautomatic 22 caliber gun snow ski alps deep sea diving caribbean sky dive andes hair place bond james bond worlds renown spy favorite son good queen bad boy british ss desired man world character james bond created ian fleming movie industrys longest lasting icon subject films spanning decades latest man play role pierce brosnan took role james bond timothy dalton 1996 007 debut goldeneyethis setting major title developed party nintendo 64 goldeneye developed rare nintendo market time continued dominance sales charts testament good game review library complete itlets face time movielicensed games flops like good mix results horrendous games like cliffhanger true lies lethal weapon mention star trek flops ammunition mix record fan movie licensed games especially ive seen movie thats think case goldeneye reservations normal bad movie goldeneye film didnt appeal dont rank bond movies game lets completely different storythe game firstperson shooter order successful youll need brains brawn seen movie imagine reading story consistent follows path movie little variation plot control worlds dangerous satellite goldeneye begun ussr process beautiful woman captured missions danger extreme rely wits experience grueling missions world known brief soon youre ready good day james,positive
excellent film characters adult swimming class problems relationships interactions managed wider distribution better similar films major studios timethe swimming instructor almostolympian reduced teaching adults basic lessons target horndogging female students attempts fend varying resultsthe students characters mainstream usa teachers policemen college students retired people havent learned swim reason movie covers relationships including friends relatives romantic conquests class subplots provide amusing fodder including teacher going divorce high school students making documentary girl class meet guysthis good date movie watch youre mood romantic drama overtones reality,positive
routine factbased tv drama gets boost fine performance cole story highly trained military man unhappy wife children fakes demise runs woman support manner accustomed robs banks predictable bad watch,positive
watched kind wc fields hes 10 minutes long scene infamous pool sequence famous vaudeville great moments reamaining 55 minutes delightful thankfully hilarious charlie ruggles bumbling banker j pinkham whinney everyones foil stutters stumbles pleasure comedy partner mary boland plays wife flora joining proceedings george burns gracie allen boland particularly funny near beginning near end gracie ruggles use picture gracies funny tiring poor george burns absolutely repeat gracie time dont remember laughing great scene ruggles ruggles tries desperately george gracie leave wife fields asks fields sell sweater bit exclusively fields situation constantly funny whinneys going drive california help expenses george gracie recruited 810,positive
edmund lowe reminds somewhat warren william heads nice cast interesting little mystery moves brisk pace runs little hourdouglas walton plays unlucky jockey appears intent demise hypnotism suspects include good number supporting casteveryone virginia bruce kent smith frieda inescourt gene lockhart jessie ralph benita hume rosalind ivan hb warner added bonus theres nat pendleton dimwit detectiveand furthermore load art deco set decoration fancy interiors wealthy home set subsequent filmon plus mystery complicated follow plot reasonable assurance baffled suddenly clear detective philo vanceand final confrontation murderer gives film nifty minutes unmitigated suspensenicely passes time entertaining manner,positive
movie lame funny plot doesnt sense scientist works fringes science opens doorway dimension maybe hell daughter gets sucked day apparent reason comes big breasts wears skimpy outfit guess demons dimension main character guy wants marry girlfriend gay obviously shes interested new girlfriend stumble witch spell book want witches evil spell ends getting read evil demon comes earth bikini girl spurned guy love stop apparently topless scenes reason guy boyfriend says known wrestler completely unnecessary obviously maybe wrestling fans actually watch pointless movie im sure topless girls doesnt hurt extra features dvd confusing rest movie thought help explain going actually things confusing people basically gocampingtomakeoutthenfightamonster movie bunch things like dimension book seller confusing didnt like movie like bucks big deal dont recommend watching stupid cant think movie good,negative
hoping id like little certainly impressive film great performances leads story id chilling effective kept interested best film look picture looked cold damp suit film thought low budget suited movie dont think crisp picture clear sound worked film grim things considered fell little short expectations im glad finally sat watch movie,positive
imagine high school boarding school kids dont parents oh malibu kids thin white gorgeous exceptional token minority fat kid play weird outcast arent reasonable rules like cohabitation nuclear weapons dorms coffee stands sushi bar complimentary laptop studentheres story girl zoey brooks attends pca allboys school absolutely perfect possible way smart pretty thin athletic creative perfectionist wants boys school want girl wants friend shes comes advice saves day simplistic plan wonderful bad makes likableare supposed believe dont come close zoeys perfection bad people nothings fault contradicts theyre portrayed bad guylogan jerk kind brain thinks instead simply agreeing princess timeher loyal group blind followers chase average dumb ass secret crush michael token black guy decent actor set lola wannabe actress anorexic snobby airhead quinn smart clueless girl comes teen stuff logan rich jerk soft yeah basically spews stereotypeswhat ticks try pretend theyre normal kids complain logan gets money work toogoodtobetrue boarding school relatively nice things teenagers cant afford drink coffee eat sushi regular basis hardly homework suntan day wow hard problems im goodlooking rich stressfree guess zoey 101 whats 101 nicks attempt trying portray teens realistically caught glimpse reality didnt like decided kids lives like asses hillsbut hey sets pretty,negative
amazed director antals kontroll 2003 american project vacancy impressive decent start armored second feature visual signature recognizable film rises level b movie shame main premise ingredients twists turns ensemble cast featuring quality actors able deliver antal great heist film instead goes action flick shot cool action flick doesnt deliver department left implausible situation group poorly sketched characters bicker fight sum money look past sharp cinematography cast tight music score youre left average directtovideo featuring van damme seagal probably disappointing movie time,negative
reason im giving film 2 stars instead 1 peter falk gave usual fantastic performance lieutenant columbo 10 stars trying save utterly worthless attempt making moviei initially fired reading posters comment andrew stevens movie gave performance career abysmal performance stevens absolutely ruined movie prepared hurl sorts insults person aforementioned comment thought stevens checked know person absolutely right 17 years columbo movie apparently 33 projects stevens utter crap doubtful anybody seen rest careerif like columbo 69 titles watching favor save worst,negative
movie line boring movie years woody harrison save movie sinking bottomthe murder movie supposed point interest movie interest cast bad script plain awful sat utter amazement movie thinking earth find movie entertaining producers movie clever boring movie hid names good actors actresses cast people blockbuster probably movie think woody harrison kristin scott thomas willem dafoe good rent movieboy horrible timeif like getting ripped rent movie people actually enjoyed movie like watch movie meaning,negative
movie gallery saw flick looked like fun lowbudget horroractionwestern yeah knew suck rented hoping laughs laughs found extremely stupid movie begins bounty hunter protagonist possibly weakest main character history film looksacts like chuck norris cant dialogue sucks goes village shoots zombies tell tried longer putting boring scenes takes 35 minutes reload watch zombies zombies look cool people shot zombies die end dead main character died beginning shot people,negative
finally seeing el padrino movie incredible film lots action damian chapa good director admit love acting bestalso saw scenes edited lady named kinga needs school learn edithowever film el padrino pure 10 action epic cant people direct films wondering plot happy know real great actor great director alsoi people love artists itbs,positive
thrive cinemabut limit isnt movie beginning movie puts mood expect unseen remain hungry angry till end things getting confused admit understand end end nonesense opportunity outstanding movie target totally missed,negative
michael callan plays smarmy photographer nonetheless regarded perfect catch woman runs fact coproduced film hes hero difficult empathize movie trouble right start troubles dont end production values tvmovie check head clay near end ending cheats way cant reveal case wants movie highly unlikely lets killer knows let know knows 12,negative
drawn friends soundtrack scored young famous elton john club nearby houston idea emotions impact movie recently brought movie song heart called seasons found elton john song friends thinking songits 35 years flood emotions friends came like seeing old photograph real love recall way movie hit actual details production plot etc forgive poor review remember taking couple special friends date movie moved tearyeyed end im anxious nervous find copy movies important ie graduate easy rider silly dont want fall category find turns silly ill able turn wife greatnooutstanding soundtrack met went tango paris youngsters work im 56 respect opinions hard explain feelings sixties movies songs reflect strong feelings little aged cant figure aging process movies friends special sensitive wonderful movie bring lot special feelings im sure means rent buy copy indies near strong genre today,positive
clete roberts preface beginning think ed wood production rolls pretty hard hitting stuff story crime corruption southern town told cast culled hollywoods poverty row makes movie realistic punches pulled times film reminiscent well1951 black white texture gives newsreellike quality certain younger viewers reminded blair witch project based real events,positive
decided watch nominated oscar year guess folks wanted like movie ended bored disappointed scene ok rest movie shaky hands camera mode annoyingi guess main reason making movie nominating oscar thisamerican military machine people makes money war urgently need excuse justification war iraq bungling sort patrioticwhy heroic efforts director main character inspire audience idea lovingwarlikeadrug oh come bore watch idea low movie academy fall,negative
mom given different title distinguish movies called mom word mom titlethis vastly superior zombie movie rubbish gets churned time time end zombie movie thereit different refreshing defies categorisationthe kind old lady takes creepy lodger happens flesh eater infects old lady turns flesh eating zombie ghoul exactly definedthere pathos story son realises horrified attempts help supplying food shall fear inserting spoiler quiet movies opposed guns blasting explosions raging car chases etc boring etc makes movies rubbish gory moments satisfy horror fans whilst inserting sadness story nice touches humour opposed downright silliness socalled horror moviesthere particularly nice atmospheric shot beginning film old lady sitting room christmas tree company looks innocent oh gem movie thing viewed true horror fan,positive
